x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86
0.057,0.053,0.052,0.039952,0.039,0.035048,0.030476,0.027857,0.02581,0.023952,0.022524,0.018381,0.016667,0.015,0.013857,0.012429,0.010952,0.010333,0.0088571,0.0072381,0.0063333,0.0051429,0.0042857,0.0038571,0.0035714,0.0030952,0.0022857,0.0018571,0.0015238,0.001381,0.0012857,0.001,0.00090476,0.00090476,0.00085714,0.00090476,0.0007619,0.00066667,0.00066667,0.00066667,0.00066667,0.00047619,0.00033333,0.00019048,0.00014286,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.099,0.094,0.093,0.081095,0.078381,0.071286,0.063857,0.059762,0.055857,0.051905,0.048381,0.041095,0.038143,0.035048,0.032429,0.03,0.028,0.026095,0.02319,0.021095,0.019048,0.016571,0.014238,0.012952,0.011429,0.0098095,0.0077619,0.0063333,0.0049048,0.0040476,0.003619,0.0028095,0.0020952,0.0016667,0.0014286,0.0011429,0.001,0.00080952,0.0007619,0.00071429,0.00066667,0.00042857,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.202,0.192,0.191,0.17114,0.17052,0.16119,0.14995,0.14271,0.13681,0.13157,0.12486,0.11086,0.10676,0.10129,0.097381,0.093238,0.090714,0.089048,0.083762,0.079238,0.07519,0.070143,0.065143,0.063333,0.061,0.058333,0.053429,0.049905,0.046143,0.045524,0.043667,0.041524,0.03919,0.038238,0.037238,0.034143,0.031714,0.028238,0.026952,0.024619,0.023714,0.021762,0.01981,0.017333,0.016095,0.01381,0.011619,0.010571,0.009,0.0081429,0.0075714,0.0068095,0.0058571,0.0051905,0.0048571,0.0038095,0.003381,0.0031429,0.0023333,0.0015714,0.0011429,0.00071429,0.00042857,0.00038095,0.00033333,0.00028571,9.5238e-5,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104,0.097,0.099,0.082286,0.082095,0.073714,0.069143,0.065143,0.062476,0.058762,0.058524,0.053857,0.053238,0.050952,0.049571,0.048429,0.047571,0.046714,0.045048,0.043143,0.042857,0.040381,0.037476,0.037286,0.03619,0.034667,0.032667,0.030762,0.028857,0.029476,0.028095,0.02681,0.024571,0.024143,0.023524,0.021762,0.020571,0.018476,0.018048,0.017048,0.016714,0.014714,0.014,0.012619,0.011952,0.010571,0.0092857,0.0089048,0.0084286,0.0080476,0.0074286,0.0069524,0.006381,0.0055238,0.0052857,0.004381,0.004381,0.0042381,0.0035714,0.0034286,0.003,0.0024286,0.0021905,0.002,0.0018571,0.0016667,0.001381,0.0014286,0.0012381,0.0010476,0.00095238,0.00085714,0.00057143,0.00042857,0.00028571,0.00028571,0.00019048,0.00019048,0.00014286,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,0.0,0.0
0.149,0.142,0.141,0.1271,0.12662,0.11919,0.1151,0.11181,0.10833,0.10424,0.10271,0.096143,0.094571,0.091143,0.088095,0.085714,0.083095,0.081571,0.077667,0.074476,0.073,0.06819,0.06419,0.06381,0.061524,0.059143,0.055048,0.051667,0.048095,0.048,0.045714,0.043714,0.04081,0.039571,0.038095,0.035143,0.032476,0.028857,0.027571,0.026048,0.02481,0.022238,0.02119,0.019571,0.018619,0.016333,0.014143,0.013571,0.012238,0.011571,0.010571,0.0099524,0.009,0.008,0.0075714,0.0062857,0.0060476,0.0058095,0.0049524,0.004619,0.0041429,0.0032857,0.0028571,0.0025238,0.0022857,0.0018571,0.0015714,0.0014762,0.0012381,0.0011905,0.00095238,0.00085714,0.00061905,0.00038095,0.00014286,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5579,0.55662,0.55098,0.54589,0.53971,0.53285,0.527,0.51872,0.51112,0.50106,0.49126,0.48386,0.47029,0.44556,0.43552,0.41142,0.38152,0.34062,0.3107,0.28165,0.25798,0.24198,0.22295,0.20214,0.19442,0.17951,0.15924,0.14935,0.13238,0.12403,0.11259,0.10876,0.10241,0.094998,0.088962,0.082501,0.078424,0.072089,0.066731,0.062068,0.059897,0.055965,0.053125,0.048578,0.044605,0.042257,0.037991,0.033889,0.030725,0.025804,0.022481,0.020516,0.016923,0.010948,0.0091127,0.008197,0.0052415,0.0042893,0.003012,0.0020703,0.0013833,0.00091212,0.00057424,0.00045612,0.00025753,0.00011351,0.00011084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0496,1.0477,1.0414,1.0353,1.0293,1.0226,1.0129,0.98322,0.92128,0.86256,0.81168,0.78875,0.76729,0.74829,0.73611,0.71877,0.7038,0.68565,0.67582,0.66136,0.64502,0.63282,0.61583,0.58315,0.56274,0.5312,0.47681,0.45213,0.42833,0.40323,0.37087,0.34357,0.32012,0.29475,0.26229,0.24166,0.22097,0.20012,0.18508,0.16783,0.15689,0.14256,0.13267,0.12012,0.10775,0.095978,0.080772,0.063914,0.053871,0.042936,0.032733,0.023396,0.019853,0.011807,0.010559,0.0092276,0.0065807,0.0039223,0.00077219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036,0.035,0.035,0.030095,0.027905,0.026333,0.023333,0.022952,0.022476,0.02019,0.020048,0.018571,0.018476,0.017143,0.016619,0.015762,0.01619,0.015952,0.015333,0.014333,0.01381,0.013095,0.011667,0.011571,0.010952,0.010095,0.009381,0.0082381,0.007381,0.0072381,0.0069048,0.0067143,0.006381,0.0064286,0.0062857,0.0061905,0.0059048,0.0054286,0.0045714,0.0047619,0.0041905,0.0035714,0.0028571,0.0025238,0.0025238,0.002381,0.001381,0.0012381,0.001,0.0010476,0.00095238,0.0010476,0.00085714,0.00085714,0.00090476,0.00080952,0.00085714,0.00085714,0.00085714,0.00090476,0.0007619,0.00080952,0.00066667,0.00061905,0.00042857,0.00038095,0.00038095,0.00042857,0.00038095,0.00038095,0.00028571,0.00028571,0.00019048,0.00014286,9.5238e-5,9.5238e-5,9.5238e-5,4.7619e-5,9.5238e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,0.0
0.084,0.08,0.083,0.071571,0.069571,0.065048,0.059333,0.059143,0.057619,0.052429,0.052524,0.048762,0.048,0.045333,0.045,0.043048,0.043476,0.042524,0.040095,0.038429,0.036762,0.035,0.031905,0.031476,0.030476,0.028,0.026762,0.023524,0.021,0.021143,0.020143,0.019476,0.017762,0.018048,0.017667,0.01681,0.016,0.014333,0.013286,0.012429,0.011714,0.010429,0.0093333,0.0083333,0.007619,0.0067619,0.0046667,0.0042857,0.003619,0.0037619,0.0035714,0.0034762,0.0032381,0.0031905,0.0031429,0.0028095,0.0028571,0.0029048,0.0025714,0.0026667,0.0022381,0.0022857,0.0015714,0.0014762,0.0012857,0.0011429,0.0011905,0.0011905,0.00090476,0.00066667,0.00052381,0.00052381,0.00042857,0.00038095,0.00033333,0.00014286,0.00019048,0.00014286,9.5238e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5
0.209,0.193,0.188,0.17171,0.16467,0.15424,0.141,0.13762,0.13081,0.12048,0.11843,0.10852,0.10414,0.097429,0.094048,0.088,0.085619,0.082476,0.076429,0.071476,0.067619,0.063524,0.055952,0.054333,0.051,0.046333,0.042381,0.037619,0.033476,0.031714,0.030429,0.028667,0.026714,0.025762,0.024952,0.023857,0.022095,0.020048,0.018619,0.017619,0.016095,0.013857,0.012667,0.011476,0.010619,0.0094762,0.0080952,0.0073333,0.0062857,0.005619,0.0050476,0.0045238,0.0040476,0.0036667,0.0034286,0.0030476,0.0029048,0.0028095,0.002381,0.0021429,0.0017619,0.001619,0.0012857,0.0011905,0.001,0.0007619,0.00066667,0.00057143,0.00057143,0.00042857,0.00033333,0.00033333,0.00019048,0.00019048,0.00019048,0.00014286,0.00014286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.291,0.27,0.265,0.23171,0.223,0.2089,0.19419,0.19057,0.18262,0.16981,0.16638,0.15229,0.14671,0.13776,0.13386,0.1261,0.12481,0.1209,0.11114,0.10371,0.096,0.088619,0.079857,0.077762,0.073381,0.067762,0.063143,0.056381,0.052286,0.050952,0.048333,0.045571,0.042,0.041762,0.03981,0.036905,0.03419,0.030143,0.028667,0.025905,0.023476,0.02,0.018571,0.01681,0.015476,0.013238,0.010048,0.0098571,0.007619,0.0073333,0.006619,0.0061429,0.0059048,0.0052857,0.0051905,0.0041905,0.0044286,0.0042857,0.0034762,0.0034286,0.0028571,0.0025238,0.0018095,0.0016667,0.001381,0.0012381,0.00090476,0.00095238,0.00071429,0.00047619,0.00047619,0.00047619,0.00038095,0.00033333,0.00028571,0.00019048,0.00019048,9.5238e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,4.7619e-5,0.0,0.0,0.0
0.788,0.761,0.771,0.68486,0.665,0.63348,0.6071,0.60681,0.598,0.58157,0.5831,0.56714,0.56252,0.5519,0.55057,0.54167,0.54514,0.543,0.5331,0.52657,0.51857,0.50929,0.49743,0.49533,0.48914,0.47843,0.47162,0.45319,0.44148,0.43895,0.42671,0.42252,0.41181,0.4091,0.40548,0.39414,0.38329,0.36948,0.3601,0.35067,0.34205,0.329,0.32043,0.3079,0.29857,0.27957,0.26424,0.25548,0.24476,0.23562,0.22595,0.21719,0.20024,0.1821,0.16948,0.15305,0.14848,0.14195,0.13176,0.12652,0.11419,0.10305,0.092429,0.088333,0.084429,0.079571,0.074714,0.072333,0.069095,0.064667,0.061381,0.060143,0.052143,0.047857,0.045905,0.043238,0.042095,0.035762,0.035667,0.032762,0.032048,0.029714,0.029905,0.028286,0.027238,0.02619
0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003,0.002,0.002,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2648,1.2641,1.2598,1.252,1.2462,1.2376,1.2287,1.2211,1.2124,1.2019,1.1829,1.1604,1.1219,1.0877,1.0446,1.003,0.97483,0.93757,0.90596,0.88186,0.84696,0.81199,0.78035,0.7518,0.72096,0.68863,0.6646,0.63478,0.61403,0.59527,0.57625,0.54465,0.52851,0.50542,0.4858,0.46239,0.45243,0.43457,0.42256,0.40336,0.37347,0.34683,0.32783,0.29666,0.27297,0.25775,0.24395,0.22672,0.21983,0.20616,0.19527,0.16898,0.15852,0.13935,0.12547,0.11397,0.10691,0.099876,0.09169,0.084162,0.07227,0.065736,0.059593,0.050939,0.045056,0.041943,0.038568,0.034797,0.023406,0.015171,0.0057096,0.0047423,0.0033573,0.0023514,0.001526,0.0013372,0.00077106,0.00038281,0.000382,0.00038032,0.00037607,0.00023907,0.00023254,0.00023018,0.0,0.0
0.023,0.022,0.022,0.017381,0.016,0.014048,0.012095,0.0097143,0.0082857,0.0075714,0.0064762,0.0051429,0.0044762,0.0038571,0.003,0.0021905,0.0012381,0.00095238,0.00052381,0.00028571,0.0002381,0.00014286,9.5238e-5,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.1802,9.1431,9.1216,9.0741,9.0427,8.9945,8.9565,8.9044,8.8375,8.731,8.6467,8.5757,8.5049,8.3476,8.1772,7.9964,7.7649,7.5967,7.4297,7.3197,7.178,6.9423,6.7705,6.6577,6.494,6.3159,5.994,5.7126,5.5056,5.2759,5.0862,4.8185,4.6473,4.3093,3.9703,3.6558,3.4826,3.0558,2.669,2.4064,2.1694,1.9649,1.8437,1.7275,1.5333,1.4417,1.327,1.2491,1.1892,1.1299,1.0631,0.95538,0.85381,0.76739,0.66062,0.56974,0.44074,0.28925,0.15854,0.1304,0.097385,0.084167,0.075269,0.055458,0.055273,0.039299,0.035487,0.026576,0.022693,0.015166,0.012408,0.010407,0.0070998,0.0057102,0.0045908,0.0032391,0.0031663,0.0021191,0.0010935,0.0010863,0.0010772,0.0010693,0.0010488,0.0010395,0.0,0.0
0.031,0.028,0.027,0.021381,0.021095,0.018952,0.017095,0.012429,0.011,0.010143,0.0072857,0.0052381,0.0041905,0.0032381,0.0027143,0.0019048,0.00085714,0.0007619,0.00042857,0.00014286,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026,0.024,0.023,0.01881,0.015238,0.01219,0.008381,0.0037143,0.0020476,0.0017619,0.0007619,0.00033333,0.00014286,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3695,1.3689,1.3581,1.3515,1.3422,1.3307,1.316,1.3007,1.2845,1.2642,1.2431,1.2248,1.203,1.1822,1.1603,1.145,1.1236,1.095,1.0542,1.0216,0.98842,0.94756,0.90206,0.8669,0.81915,0.74761,0.68704,0.6513,0.61266,0.58238,0.55909,0.53847,0.51083,0.46963,0.43941,0.41143,0.39307,0.37124,0.34429,0.32392,0.30789,0.29365,0.28397,0.26463,0.2412,0.22799,0.21248,0.19806,0.18605,0.17478,0.16671,0.1551,0.14517,0.13073,0.11997,0.11185,0.097947,0.085568,0.068146,0.056355,0.046421,0.040958,0.036513,0.03194,0.028989,0.024528,0.021616,0.019169,0.016614,0.01366,0.011689,0.010009,0.0084853,0.0076567,0.0055458,0.0035683,0.0019852,0.0017549,0.0014108,0.001394,0.0010948,0.0009134,0.0,0.0,0.0,0.0
0.44951,0.44952,0.44351,0.43983,0.4358,0.43089,0.42628,0.42167,0.41663,0.41016,0.39938,0.38765,0.37621,0.36426,0.35044,0.34093,0.32753,0.31309,0.29647,0.28379,0.27054,0.25947,0.25059,0.2377,0.22648,0.21325,0.20014,0.19073,0.18232,0.17527,0.16756,0.16162,0.1573,0.14818,0.1404,0.13221,0.12603,0.12005,0.11142,0.10382,0.094554,0.085718,0.081534,0.075725,0.071194,0.067781,0.062661,0.057771,0.053665,0.048373,0.044516,0.039172,0.035119,0.030262,0.027616,0.025511,0.021274,0.017247,0.013516,0.010341,0.0072944,0.0055447,0.0041648,0.00296,0.0027572,0.0024607,0.0017682,0.0012057,0.00013303,8.8334e-5,5.1685e-5,2.895e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
